Feature,AM1,AM2,AM3,FM3,FM4,FM5
Impa1,1175,1178,1238,1039,885,969
Impa2,68,109,66,38,37,37
Impact,2317,2456,2040,381,300,378
Impad1,3494,3034,2910,3260,2498,3736
Impdh1,1026,1383,1140,1171,1223,1020
Impdh2,338,425,372,881,769,666
Impg1,32,16,31,0,1,0
Impg2,24,21,16,30,30,31
Ina,5324,5814,5834,10279,9653,9740
Inadl,602,602,442,310,241,225
Inca1,45,41,34,10,5,5
Incenp,438,492,482,1003,812,757
Inf2,3786,5250,4873,469,416,426
Ing1,607,732,606,1393,1274,1104
Ing2,606,556,549,185,192,168
Ing3,345,329,271,452,400,412
Ing4,637,717,721,2304,2264,1949
Ing5,360,368,351,385,349,365
Inha,456,590,551,577,591,611
Inhba,119,92,193,286,291,237
Inhbb,179,263,151,710,574,556
Inhbc,2,1,3,0,2,0
Inhbe,1,4,2,1,0,1
Inmt,11,15,13,0,0,0
Ino80,761,771,851,1112,923,974
Ino80b,287,300,235,390,363,310
Ino80c,489,432,428,353,328,424
Ino80d,1166,984,1033,1685,1324,1806
Ino80e,482,544,491,646,705,601
Inpp1,428,415,372,283,273,307
Inpp4a,4566,4458,4557,2463,2313,2497
Inpp4b,234,226,175,48,27,55
Inpp5a,1238,1280,1135,315,313,311
Inpp5b,761,757,808,693,698,688
Inpp5d,342,322,336,60,63,72
Inpp5e,490,532,601,691,590,617
Inpp5f,1046,1055,916,1924,1954,2344
Inpp5j,1596,1683,1776,116,130,128
Inpp5k,816,818,1078,1134,1150,1096
Inppl1,872,1153,970,843,641,680
Ins1,0,0,0,0,0,0
Ins2,1,6,3,0,0,0
Insc,41,117,60,8,1,5
Insig1,1647,2063,1646,1688,1711,1815
Insig2,804,879,1007,557,485,556
Insl3,1,1,1,1,1,1
Insl5,12,8,8,2,9,8
Insl6,3,3,4,3,3,1
Insm1,127,173,101,2258,1538,1733
Insm2,2,3,2,5,3,1
Insr,1478,1192,1556,3034,2379,2811
Insrr,6,7,10,14,15,26
Ints1,2761,3264,2870,3712,3146,3398
Ints10,1264,1222,1349,1948,1994,2053
Ints12,206,217,214,316,258,311
Ints2,519,432,485,1204,880,1314
Ints3,1560,1643,1696,2145,2171,1993
Ints4,544,644,595,977,901,906
Ints5,440,496,440,836,793,740
Ints6,411,423,396,454,346,447
Ints7,822,892,908,1506,1292,1434
Ints8,564,513,408,746,620,814
Ints9,248,306,291,556,465,457
Intu,263,208,272,345,264,376
Invs,344,331,373,352,355,404
Ip6k1,5210,5328,5549,4828,4516,4372
Ip6k2,2052,2000,1961,3945,3760,3653
Ip6k3,16,13,7,0,0,0
Ipcef1,2340,1945,2607,157,184,201
Ipmk,971,1031,867,1211,973,1147
Ipo11,1332,1162,1084,1017,863,1012
Ipo13,1837,2390,2121,2004,1840,1766
Ipo4,1656,1783,1749,2204,2011,2034
Ipo5,2907,2523,3111,5069,4818,4958
Ipo7,2452,2296,2282,2882,2679,3435
Ipo8,1510,1402,1499,1318,1062,1447
Ipo9,3904,4025,4566,5826,5360,5439
Ipp,238,263,290,327,296,317
Ippk,372,374,353,242,221,237
Iqca,22,20,17,2,1,0
Iqcb1,488,418,378,508,522,494
Iqcc,243,236,251,296,319,315
Iqcd,57,57,55,30,30,21
Iqce,679,792,778,879,835,785
Iqcf1,0,0,0,0,0,0
Iqcf3,0,0,0,0,0,0
Iqcf4,0,0,0,0,0,0
Iqcf5,0,2,3,0,1,0
Iqcg,124,104,87,43,35,26
Iqch,6,5,6,0,3,3
Iqcj,27,20,16,24,29,25
Iqck,404,388,386,62,41,51
Iqgap1,468,491,486,1016,895,900
Iqgap2,1007,721,1049,452,291,380
Iqgap3,15,13,6,369,230,238
Iqsec1,5590,6294,5896,1599,1290,1455
Iqsec2,4795,4991,4931,856,870,836
Iqsec3,4871,5243,5334,1081,973,1041
Iqub,53,46,33,11,10,7
Irak1,878,831,851,719,570,684
Irak1bp1,381,360,306,368,389,407
Irak2,359,300,379,38,26,24
Irak3,32,21,33,1,3,7
Irak4,60,52,71,30,28,47
Ireb2,921,851,856,2374,1664,2659
Irf1,87,138,148,29,20,19
Irf2,620,573,628,229,175,182
Irf2bp1,1093,1251,930,1502,1435,1278
Irf2bp2,610,621,447,510,499,500
Irf3,449,436,425,556,478,449
Irf4,13,8,17,13,14,17
Irf5,71,91,68,7,8,7
Irf6,23,17,29,8,5,15
Irf7,37,65,56,21,27,30
Irf8,136,129,187,34,32,36
Irf9,222,247,252,406,427,409
Irg1,0,1,1,0,0,0
Irgc1,5,2,3,0,1,0
Irgm1,147,136,154,15,8,15
Irgm2,76,82,95,6,18,12
Irgq,2925,3721,2787,4274,4204,4211
Irs1,366,403,289,873,583,745
Irs2,980,1317,851,798,578,680
Irs3,8,5,3,1,1,0
Irs4,68,165,39,28,32,33
Irx1,23,38,28,11,13,10
Irx2,35,28,29,2,4,8
Irx3,18,30,13,11,10,6
Irx4,0,0,0,0,0,0
Irx5,12,8,5,0,2,1
Irx6,13,10,5,0,0,0
Isca1,3877,3774,4100,1511,1487,1480
Isca2,363,301,323,289,245,241
Iscu,741,809,813,300,250,259
Isg15,32,28,41,17,18,8
Isg20,13,11,18,16,9,8
Isg20l2,228,258,266,858,648,753
Isl1,51,85,62,303,148,259
Isl2,1,0,0,0,1,0
Islr,253,234,233,47,34,42
Islr2,1789,2287,1635,20591,18292,17694
Ism1,236,215,259,15,16,30
Ism2,2,5,4,9,9,6
Isoc1,271,351,250,522,410,537
Isoc2b,112,111,98,9,14,15
Ispd,122,129,107,61,60,77
Isx,3,2,1,0,0,0
Isy1,309,345,388,562,554,432
Isyna1,758,919,726,1012,1003,858
Itch,1416,1262,1238,1273,1036,1344
Itfg1,4559,3960,3855,2444,2531,3271
Itfg2,480,504,488,706,672,651
Itfg3,334,386,334,366,368,374
Itga1,92,101,85,117,111,125
Itga10,73,73,67,51,85,71
Itga11,50,42,72,26,26,17
Itga2,4,3,3,28,16,16
Itga2b,54,48,47,54,50,49
Itga3,589,679,504,406,367,398
Itga4,526,337,393,192,151,210
Itga5,99,124,126,130,110,111
Itga6,534,714,491,944,728,830
Itga7,329,387,377,42,36,23
Itga8,121,115,145,51,52,80
Itga9,254,268,278,95,85,93
Itgad,12,4,8,2,2,1
Itgae,9,3,4,17,12,13
Itgal,32,15,17,10,8,3
Itgam,448,625,472,39,35,25
Itgav,2613,1910,2242,376,201,376
Itgax,13,7,11,2,3,0
Itgb1,1564,1749,1419,2672,2456,2452
Itgb1bp1,354,383,350,248,294,247
Itgb1bp2,12,6,11,60,41,64
Itgb1bp3,4,1,1,5,0,0
Itgb2,167,125,150,8,6,4
Itgb2l,1,2,0,0,2,0
Itgb3,97,150,126,42,41,41
Itgb3bp,50,67,45,43,30,58
Itgb4,275,490,285,60,39,33
Itgb5,1002,1051,999,338,311,255
Itgb6,1,0,5,1,3,0
Itgb7,26,19,17,7,8,6
Itgb8,1679,1373,1420,883,440,920
Itgbl1,329,231,203,107,101,133
Itih1,0,0,0,0,0,0
Itih2,92,49,51,1,0,0
Itih3,674,846,646,4,11,15
Itih4,3,0,3,2,3,0
Itih5,1466,1008,1087,88,51,62
Itih5l,0,0,0,0,0,0
Itk,18,6,11,0,1,1
Itln1,0,0,0,0,0,0
Itm2a,675,848,531,346,286,354
Itm2b,14141,14274,13895,4551,4087,4187
Itm2c,16183,18953,16872,1306,1204,982
Itpa,377,349,326,307,332,371
Itpa-ps1,501,489,405,517,505,431
Itpa-ps3,0,0,0,0,0,0
Itpk1,1716,1621,1639,1765,1647,1557
Itpka,2965,3300,3089,16,33,31
Itpkb,1189,1397,1059,389,308,350
Itpkc,231,228,236,395,346,356
Itpr1,19066,16540,22029,3500,3173,3464
Itpr2,720,738,795,138,109,145
Itpr3,170,139,203,78,81,67
Itprip,32,23,21,184,129,126
Itpripl1,75,58,61,248,248,209
Itpripl2,20,23,24,8,11,4
Itsn1,5097,5480,5037,11818,10163,10375
Itsn2,1262,1250,1326,737,730,780
Ivd,1693,1410,1680,1126,965,952
Ivl,0,0,0,0,0,0
Ivns1abp,3311,3340,3727,9453,9130,10774
Iws1,682,618,652,1447,1287,1473
Iyd,14,27,14,6,11,10
Izumo1,3,0,1,4,4,4
Jag1,195,162,195,418,319,342
Jag2,790,1073,855,1137,1073,1049
Jagn1,417,575,443,423,397,405
Jak1,3847,3638,3651,1910,1802,2065
Jak2,1189,1053,992,2295,2026,2452
Jak3,182,161,150,115,101,89
Jakmip1,2728,3121,2840,2423,2436,2105
Jakmip2,1517,1484,1482,2239,2063,2143
Jakmip3,254,338,310,128,112,118
Jam2,1008,1028,916,489,355,454
Jam3,660,685,675,427,372,419
Jarid2,829,944,899,2131,1866,1871
Jazf1,461,504,425,603,694,733
Jdp2,1103,959,1133,93,84,71
Jhdm1d,1639,1400,1546,790,598,701
Jkamp,791,810,736,829,712,763
Jmjd1c,2105,1878,2047,3667,3136,3728
Jmjd4,769,717,721,622,585,674
Jmjd5,86,82,102,102,75,90
Jmjd6,489,727,546,1123,1023,968
Jmjd8,668,809,802,1036,1053,943
Jmy,1132,1066,995,1402,1153,1448
Josd1,1509,1602,1757,1070,940,934
Josd2,1236,1755,1326,576,568,497
Jph1,479,382,461,75,88,64
Jph2,36,30,15,12,14,9
Jph3,6712,7620,6750,1852,2151,1958
Jph4,8662,10600,7692,7660,7722,7116
Jrk,217,235,269,304,301,282
Jsrp1,117,93,109,5,3,3
Jtb,498,506,433,522,539,495
Jub,37,48,45,161,122,100
Jun,1470,1839,1224,1080,849,924
Junb,661,1789,411,35,54,42
Jund,1974,2726,1705,1716,1389,1218
Jup,1150,1343,1084,1142,1151,1167
K230010J24Rik,20,19,13,15,9,19
Kalrn,15738,13805,16966,5719,3936,5329
Kank1,665,920,667,154,144,134
Kank2,339,373,334,146,113,113
Kank3,545,514,544,526,494,367
Kank4,174,181,160,40,28,28
Kap,0,0,0,0,0,0
Kars,1348,1410,1556,2474,2412,2246
Kat2a,1429,1530,1462,1407,1470,1354
Kat2b,412,410,386,379,225,301
Kat5,791,920,800,1000,997,901
Katna1,164,204,165,386,384,346
Katnal1,1937,1910,1837,1230,1119,1149
Katnal2,127,123,133,96,99,99
Katnb1,912,998,934,1081,1012,931
Kazald1,82,80,89,18,13,12
Kbtbd10,8,14,12,6,7,13
Kbtbd11,3877,3794,4198,1265,1158,1174
Kbtbd13,3,1,0,5,3,4
Kbtbd2,1272,1217,1337,1432,1193,1461
Kbtbd3,134,138,132,67,60,102
Kbtbd4,599,618,655,822,769,801
Kbtbd5,201,115,201,12,11,10
Kbtbd7,1131,1007,966,1056,794,1177
Kbtbd8,227,170,178,161,145,232
Kcmf1,1184,1196,1101,1110,1072,1137
Kcna1,6173,5313,6118,452,392,454
Kcna10,2,1,0,1,1,0
Kcna2,1675,1618,1659,104,90,106
Kcna3,197,193,168,292,134,257
Kcna4,831,643,671,107,119,130
Kcna5,142,115,160,22,19,30
Kcna6,2522,3049,2476,1002,1087,1004
Kcna7,0,1,0,0,1,0
Kcnab1,2786,2471,2572,179,195,215
Kcnab2,10924,10018,10964,417,519,472
Kcnab3,1283,1229,1374,167,202,190
Kcnb1,2478,2566,2653,443,297,388
Kcnc1,5017,5451,5003,2067,1999,1800
Kcnc2,2885,2595,2538,376,332,442
Kcnc3,4091,3840,3836,670,676,614
Kcnc4,1742,2145,1856,155,204,157
Kcnd1,291,311,309,212,217,185
Kcnd2,2353,2200,2151,677,596,814
Kcnd3,2266,1949,1881,1637,1365,1755
Kcne1,0,0,1,2,0,3
Kcne1l,0,0,0,0,0,0
Kcne2,94,100,88,4,5,2
Kcne3,3,4,3,4,0,1
Kcne4,40,40,26,18,12,12
Kcnf1,1030,1242,1018,82,105,94
Kcng1,689,1059,682,728,673,620
Kcng2,95,77,75,6,6,14
Kcng3,103,91,96,31,31,37
Kcng4,203,285,265,1,1,0
Kcnh1,2159,2377,2513,156,134,140
Kcnh2,809,1082,816,465,428,438
Kcnh3,3034,3487,3258,383,469,427
Kcnh4,315,367,467,406,366,306
Kcnh5,480,349,396,119,80,110
Kcnh6,98,63,54,48,39,50
Kcnh7,2586,2020,2031,1191,871,1433
Kcnh8,14,15,8,115,73,96
Kcnip1,514,495,498,529,463,538
Kcnip2,2110,2169,2680,301,380,346
Kcnip3,2294,2531,2344,668,744,578
Kcnip4,1271,1073,980,107,108,146
Kcnj1,0,0,0,0,0,0
Kcnj10,6013,7042,5470,403,337,347
Kcnj11,397,409,444,298,219,254
Kcnj12,311,425,305,51,64,46
Kcnj13,83,89,87,3,4,7
Kcnj14,59,46,54,23,22,16
Kcnj15,0,2,1,8,6,3
Kcnj16,558,678,531,11,13,17
Kcnj2,732,516,661,301,438,467
Kcnj3,3454,2850,3090,611,610,744
Kcnj4,2632,2846,2781,49,85,73
Kcnj5,38,48,32,37,16,33
Kcnj6,822,693,827,75,62,65
Kcnj8,84,113,69,165,170,138
Kcnj9,3212,3805,3561,110,157,122
Kcnk1,2237,1977,2161,231,253,241
Kcnk10,88,106,85,649,565,530
Kcnk12,214,254,192,34,46,42
Kcnk13,140,201,158,15,16,10
Kcnk15,3,3,2,1,0,3
Kcnk18,1,1,0,0,1,2
Kcnk2,1447,1645,1390,1028,1059,1174
Kcnk3,592,720,500,172,200,190
Kcnk4,228,221,214,13,12,10
Kcnk5,21,36,14,39,29,23
Kcnk6,108,66,80,18,9,14
Kcnk7,1,2,1,3,1,4
Kcnk9,432,435,393,74,74,82
Kcnma1,2241,1853,1934,461,385,536
Kcnmb1,27,34,22,7,6,3
Kcnmb2,75,52,61,66,81,85
Kcnmb4,348,392,380,183,194,186
Kcnn1,412,456,462,334,266,255
Kcnn2,865,863,841,619,429,537
Kcnn3,222,254,187,256,122,187
Kcnn4,3,12,8,1,3,0
Kcnq1,9,19,14,16,9,16
Kcnq2,10464,10279,12173,7658,7092,7188
Kcnq3,852,678,760,574,368,586
Kcnq4,157,167,167,346,401,378
Kcnq5,2418,2105,2330,663,614,785
Kcnrg,28,16,35,80,86,82
Kcns1,272,338,347,35,44,32
Kcns2,604,524,610,59,58,73
Kcns3,135,144,140,19,37,41
Kcnt1,2838,2857,3675,679,604,637
Kcnt2,603,541,515,135,113,180
Kcnu1,53,53,82,89,98,100
Kcnv1,1657,1475,1520,354,368,425
Kcnv2,1,1,2,1,2,4
Kcp,42,62,40,638,705,670
Kctd1,1205,1133,1245,380,342,327
Kctd10,791,902,815,1062,975,899
Kctd11,39,55,46,18,14,15
Kctd12b,94,130,69,71,38,57
Kctd13,2234,2573,2372,1767,1685,1580
Kctd14,39,56,36,33,17,24
Kctd15,293,422,326,2483,2261,1963
Kctd16,272,244,242,12,9,12
Kctd17,2805,3391,3075,1868,1928,1538
Kctd18,245,250,298,587,593,626
Kctd19,2,0,0,0,2,2
Kctd2,1109,1421,1328,983,976,942
Kctd20,1428,1684,1502,3239,3086,2940
Kctd21,298,315,333,159,144,153
Kctd3,2176,2334,2174,2091,2215,2111
Kctd4,544,473,398,268,308,374
Kctd5,455,480,427,1334,1158,1154
Kctd6,531,474,462,215,268,254
Kctd7,324,309,325,361,341,356
Kctd8,248,201,268,75,77,59
Kctd9,273,339,298,221,188,205
Kdelc1,216,199,171,356,311,370
Kdelc2,198,150,140,57,51,54
Kdelr1,797,898,837,923,891,811
Kdelr2,389,405,342,506,483,517
Kdelr3,4,9,4,6,7,8
Kdm1a,1327,1412,1320,5097,4782,5034
Kdm1b,251,268,222,987,838,998
Kdm2a,2122,2200,2113,2797,2530,2547
Kdm2b,585,671,535,4438,4104,4339
Kdm3a,974,935,1084,2005,1412,1636
Kdm3b,1607,1645,1588,3169,2513,2927
Kdm4a,1563,1523,1512,5486,4992,4841
Kdm4b,1603,1841,1801,3402,2964,3032
Kdm4c,649,589,570,806,653,826
Kdm4d,25,32,34,9,18,5
Kdm5a,1210,1160,1207,2101,1668,2046
Kdm5b,1671,1607,1590,5867,5159,5526
Kdm5c,1939,2362,2027,3780,3226,3288
Kdm5d,1,0,0,5,0,0
Kdm6a,846,816,818,1198,967,1261
Kdm6b,701,1047,640,4510,3627,3605
Kdr,336,437,453,776,590,646
Kdsr,515,478,469,294,271,313
Keap1,1196,1244,1143,887,905,836
Keg1,1,0,0,0,0,0
Kel,2,2,0,0,0,0
Kera,0,0,1,0,1,1
Khdc1a,0,1,3,3,1,0
Khdc1b,2,2,1,1,0,0
Khdc1c,0,2,3,3,4,3
Khdrbs1,2540,2227,2021,6045,5633,6568
Khdrbs2,125,113,138,451,385,424
Khdrbs3,2920,3331,3321,4072,4510,4273
Khk,150,188,161,31,33,26
Khnyn,440,431,438,500,437,453
Khsrp,2006,2168,1763,3297,2828,2611
Kidins220,9987,9967,10229,22712,20982,22809
Kif11,59,56,45,1311,755,943
Kif12,0,0,0,0,0,0
Kif13a,919,964,824,878,781,935
Kif13b,839,923,901,669,550,562
Kif14,10,12,12,261,151,205
Kif15,24,27,20,587,365,450
Kif16b,498,459,415,218,170,216
Kif17,800,893,953,54,46,40
Kif18a,22,14,11,188,97,145
Kif18b,2,10,4,284,182,193
Kif19a,91,167,85,15,19,17
Kif1a,21340,23858,20948,13776,12145,12669
Kif1b,23669,23100,22603,18990,16386,18637
Kif1c,3469,3807,3475,799,726,644
Kif20a,32,30,37,410,239,299
Kif20b,21,23,16,331,303,305
Kif21a,6025,5747,5460,5140,3885,4558
Kif21b,2174,3038,2308,24584,19196,19853
Kif22,63,76,89,475,367,340
Kif22-ps,4,1,0,13,16,10
Kif23,24,18,19,449,326,369
Kif24,32,28,40,165,101,134
Kif26a,186,295,223,4176,3318,3589
Kif26b,226,288,219,1501,1315,1537
Kif27,145,109,108,102,99,101
Kif2a,2061,1980,1783,3098,2792,3764
Kif2b,0,0,0,0,0,0
Kif2c,4,10,4,374,257,241
Kif3a,4555,4576,4565,5082,4973,5083
Kif3b,2142,2241,2229,2431,2604,2633
Kif3c,6412,7385,6205,7548,6828,6471
Kif4,21,29,18,550,362,407
Kif5a,72205,86257,78553,10468,10842,9871
Kif5b,5706,5789,4743,3400,2307,3343
Kif5c,28037,28365,24798,17601,16606,17939
Kif6,64,57,56,36,24,26
Kif7,51,55,49,227,199,183
Kif9,126,161,142,69,42,52
Kifap3,6960,6538,6181,5127,5477,6340
Kifc1,81,74,90,382,323,303
Kifc2,12063,11807,11353,1020,1122,956
Kifc3,1228,1418,1177,718,817,717
Kin,245,242,217,534,510,474
Kir3dl1,1,0,1,0,0,0
Kir3dl2,3,4,1,5,2,1
Kirrel,188,239,230,845,567,702
Kirrel2,458,196,391,3,2,2
Kirrel3,1129,1303,1249,2171,1934,1765
Kis2,0,0,0,0,0,0
Kiss1r,144,159,122,69,45,71
Kit,1176,1100,1107,1242,1091,1308
Kitl,1643,1025,1150,1928,1574,2522
Kl,842,629,609,10,9,6
Klb,10,7,10,7,7,15
Klc1,17246,19916,17450,11681,11530,10047
Klc2,5805,6547,5682,1976,2092,1750
Klc3,22,36,21,14,8,12
Klc4,536,674,503,841,712,601
Klf1,8,3,1,1,2,2
Klf10,509,774,514,169,149,181
Klf11,176,162,193,607,583,647
Klf12,832,708,664,1293,818,1369
Klf13,656,680,482,170,127,163
Klf14,7,7,14,2,1,2
Klf15,683,403,501,160,111,126
Klf16,932,1193,844,484,451,406
Klf17,0,0,0,1,0,1
Klf2,212,263,115,52,68,94
Klf3,407,351,348,434,316,396
Klf4,138,199,98,51,66,67
Klf5,148,155,141,41,60,82
Klf6,1240,952,958,1162,1278,1373
Klf7,1274,1297,1288,3941,3596,4163
Klf8,135,98,86,479,454,589
Klf9,4165,3182,3665,51,80,106
Klhdc1,382,399,391,155,177,184
Klhdc10,2563,2874,2638,5537,5183,5144
Klhdc2,2461,2426,2434,3324,3045,3346
Klhdc3,3368,3854,3921,3137,3141,2558
Klhdc4,414,455,494,750,773,623
Klhdc5,691,775,746,606,483,617
Klhdc6,10,2,3,1,0,1
Klhdc7a,531,411,518,2,0,3
Klhdc8a,425,615,457,171,169,140
Klhdc8b,512,698,452,670,614,532
Klhdc9,91,101,126,37,38,41
Klhl1,108,125,111,75,79,97
Klhl10,798,670,709,395,348,438
Klhl11,1161,1069,923,755,537,724
Klhl12,903,841,1018,921,888,982
Klhl13,902,968,977,1032,785,1064
Klhl14,70,47,45,57,91,85
Klhl15,486,379,390,212,173,246
Klhl17,827,1001,1063,1487,1417,1302
Klhl18,815,1034,850,1028,1172,978
Klhl2,5231,5397,6035,1857,1829,1873
Klhl20,543,541,538,881,763,820
Klhl21,542,618,502,132,122,121
Klhl22,1640,1755,1758,1569,1575,1428
Klhl23,1696,1696,1874,2842,3168,3463
Klhl24,2081,1804,1879,3548,2852,3744
Klhl25,229,240,275,1252,1102,1065
Klhl26,1162,1316,1281,591,589,514
Klhl28,230,236,231,396,203,436
Klhl29,1417,1411,1403,2329,2058,2296
Klhl3,777,886,933,312,382,344
Klhl30,4,5,3,1,1,2
Klhl31,6,2,6,0,2,1
Klhl32,434,393,372,440,391,407
Klhl34,1292,1308,1583,336,295,292
Klhl35,39,29,29,109,76,87
Klhl36,155,209,190,256,192,179
Klhl38,17,7,25,0,0,1
Klhl4,296,319,299,98,104,153
Klhl5,1109,1353,1210,1933,1681,1709
Klhl6,40,56,43,50,32,36
Klhl7,1712,1652,1705,4180,3239,3954
Klhl8,654,854,780,1333,1527,1254
Klhl9,2531,2276,2056,2604,2056,3077
Klk1,1,3,4,4,1,0
Klk10,3,7,3,3,2,1
Klk11,0,0,0,2,1,3
Klk12,0,3,0,3,4,3
Klk13,0,0,0,2,2,2
Klk14,0,1,2,4,3,1
Klk15,0,0,0,0,0,0
Klk1b1,0,0,0,0,0,0
Klk1b11,0,0,0,0,0,0
Klk1b16,0,1,0,0,0,0
Klk1b21,0,0,0,0,0,0
Klk1b22,0,0,0,0,0,0
Klk1b24,0,0,0,1,0,0
Klk1b26,0,0,0,0,0,0
Klk1b27,0,0,0,0,0,0
Klk1b3,2,0,0,0,0,0
Klk1b4,0,0,0,0,0,0
Klk1b5,0,1,0,0,0,1
Klk1b7-ps,0,0,0,0,0,0
Klk1b8,0,0,0,0,0,0
Klk1b9,0,0,0,0,0,0
Klk4,0,0,0,0,0,0
Klk5,1,0,0,0,0,0
Klk6,63,82,66,0,0,0
Klk7,1,0,1,3,0,5
Klk8,47,45,41,30,48,29
Klk9,1,1,3,7,8,2
Klkb1,2,1,2,1,1,3
Klra1,0,0,0,0,0,0
Klra10,0,0,0,0,0,0
Klra12,0,0,0,0,0,0
Klra13,0,0,0,0,0,0
Klra17,0,0,0,0,0,0
Klra2,4,3,3,3,2,5
Klra3,0,0,0,0,0,0
Klra4,0,0,0,0,0,0
Klra5,0,0,0,0,0,0
Klra6,0,0,0,0,0,0
Klra7,0,0,0,0,0,0
Klra8,0,0,0,0,0,0
Klra9,0,0,0,0,0,0
Klraq1,1478,1598,1538,1351,1379,1269
Klrb1-ps1,0,0,0,0,0,0
Klrb1a,0,1,1,0,0,0
Klrb1b,1,0,0,0,1,0
Klrb1c,0,1,1,1,0,0
Klrb1f,2,0,1,5,2,4
Klrc1,0,0,0,0,0,0
Klrc2,0,0,0,0,0,0
Klrc3,0,0,0,0,0,0
Klrd1,0,1,0,0,0,0
Klre1,0,0,0,0,0,0
Klrg1,2,4,5,7,6,4
Klrg2,10,11,10,3,4,3
Klri1,1,0,2,0,1,0
Klri2,2,1,1,0,0,0
Klrk1,1,0,2,2,1,6
Kmo,5,12,8,2,3,2
Kncn,2,4,3,1,1,1
Kndc1,3869,3364,3222,620,557,551
Kng1,0,0,0,0,0,0
Kng2,0,0,0,0,0,0
Kntc1,10,14,11,385,227,333
Kpna1,3609,3190,3012,2186,2027,2670
Kpna2,327,361,329,1073,882,904
Kpna3,2299,1914,1737,2177,1885,2563
Kpna4,2333,1898,1929,2428,2013,2655
Kpna6,2579,2356,2165,1593,1569,1697
Kpna7,0,2,1,0,0,0
Kpnb1,4869,5125,4855,7838,6693,7097
Kprp,0,0,0,0,0,0
Kptn,360,429,393,404,414,367
Kras,2462,2137,2133,2866,2288,2989
Krba1,1040,1015,1112,1392,1259,1254
Krcc1,224,226,193,166,118,142
Kremen1,555,546,635,277,194,207
Kremen2,27,23,24,11,8,6
Kri1,779,824,823,1011,1117,870
Krit1,776,787,745,900,757,966
Krr1,923,773,880,862,767,1028
Krt1,72,74,56,110,125,109
Krt10,169,174,222,165,151,153
Krt12,162,189,169,2,11,8
Krt13,0,2,0,0,0,1
Krt14,0,1,0,0,2,1
Krt15,5,8,3,1,0,0
Krt16,0,0,0,0,0,0
Krt17,3,3,3,3,2,0
Krt18,31,41,44,4,2,2
Krt19,1,2,3,1,1,0
Krt2,47,44,38,1,2,3
Krt20,93,56,78,5,2,5
Krt222,1107,896,998,62,71,70
Krt23,7,1,7,0,1,0
Krt24,0,0,0,1,1,2
Krt25,7,7,6,0,0,0
Krt26,4,7,9,0,1,0
Krt27,2,0,2,0,0,0
Krt28,7,6,4,0,0,3
Krt31,2,0,0,0,0,0
Krt32,1,0,0,0,0,0
Krt33a,0,0,0,0,0,1
Krt33b,1,0,0,0,0,0
Krt34,0,0,0,0,0,0
Krt35,3,0,0,0,0,0
Krt36,0,0,0,0,0,0
Krt39,0,0,0,0,0,0
Krt4,0,0,0,0,0,0
Krt40,0,0,2,0,0,0
Krt42,0,0,0,0,0,0
Krt5,2,3,2,1,0,0
Krt6a,2,0,0,0,0,0
Krt6b,2,0,1,0,0,0
Krt7,4,2,10,0,4,0
Krt71,0,0,2,0,0,0
Krt72,0,0,0,0,0,0
Krt73,46,43,36,5,12,7
Krt74,0,0,1,0,0,0
Krt75,1,0,2,0,1,0
Krt76,0,0,0,0,0,0
Krt77,177,201,196,16,25,23
Krt78,1,0,1,0,0,0
Krt79,1,1,2,0,2,1
Krt8,23,18,13,0,0,2
Krt80,72,63,83,1,1,1
Krt81,0,0,0,0,0,0
Krt82,0,0,0,0,0,0
Krt83,2,3,3,0,0,1
Krt84,0,1,0,0,0,0
Krt86,0,0,1,0,1,0
Krt9,381,467,523,2,7,3
Krtap1-3,0,0,0,0,0,0
Krtap1-4,0,0,0,0,0,0
Krtap1-5,0,0,1,0,0,0
Krtap10-10,0,1,1,0,0,0
Krtap12-1,0,0,0,0,0,0
Krtap13,0,0,0,0,0,0
Krtap13-1,0,0,0,0,0,0
Krtap16-1,0,0,0,0,0,0
Krtap16-4,0,0,0,0,0,0
Krtap16-7,0,0,0,0,0,0
Krtap16-8,0,0,0,0,0,0
Krtap17-1,2,2,0,1,1,1
Krtap2-4,0,0,1,0,0,0
Krtap24-1,0,0,0,0,0,0
Krtap26-1,0,0,0,0,0,0
Krtap3-1,0,0,0,0,0,0
Krtap3-2,0,0,0,0,0,0
Krtap3-3,0,0,0,0,0,0
Krtap31-1,0,0,0,0,0,0
Krtap31-2,0,0,0,0,0,0
Krtap4-1,0,0,0,0,0,0
Krtap4-13,0,0,0,0,0,0
Krtap4-16,0,0,0,0,0,0
Krtap4-2,0,0,0,0,0,0
Krtap4-6,0,0,0,0,0,0
Krtap4-7,0,0,0,0,0,0
Krtap4-8,0,0,0,0,0,0
Krtap4-9,0,0,0,0,0,0
Krtap5-1,0,0,0,0,0,0
Krtap5-2,0,1,0,0,0,0
Krtap5-3,0,0,0,0,0,0
Krtap5-4,0,0,0,0,0,0
Krtap5-5,0,0,0,0,0,0
Krtap6-1,0,0,0,0,0,0
Krtap6-3,0,0,0,0,0,0
Krtap7-1,0,0,0,0,0,0
Krtap8-1,0,0,0,0,0,0
Krtap8-2,0,0,0,0,0,0
Krtap9-1,0,0,0,0,0,0
Krtap9-3,0,0,0,0,0,0
Krtap9-5,0,0,0,0,0,0
Krtcap2,320,363,322,479,467,429
Krtcap3,42,71,53,93,102,91
Krtdap,0,0,0,1,0,0
